ExpenseID,ExpenseDate,FiscalYear,FiscalMonth,CostCenterCode,Department_ID,Branch_ID,Category_ID,Vendor,Invoice_Number,Description,Amount,Approval_Status,Requester_Employee_ID,Approver_Employee_ID,Payment_Status,Approved_Date,Payment_Date,Delay_Reason
EX0005042,9/27/2025,2025,2025-09,CC-HQ-D001,D001,B001,C005,Securitas,INV-0IL2147E,Security Services & Monitoring - Securitas,6640.00,Approved,1409,1409,Paid,10/4/2025,10/18/2025,
EX0005345,10/3/2025,2025,2025-10,CC-HQ-D006,D006,B001,C009,State Banking Regulator,INV-M4XJPKVV,Regulatory & Compliance Fees - State Banking Regulator,6640.00,Approved,2679,2679,Paid,10/9/2025,10/23/2025,
EX0006265,2/2/2026,2026,2026-02,CC-HQ-D003,D003,B001,C003,JLL,INV-075RG28W,Branch Rent & Leases - JLL,6640.00,Rejected,5506,5506,Cancelled,,,
EX0005579,11/3/2025,2025,2025-11,CC-HQ-D006,D006,B001,C003,Local Property Mgmt LLC,INV-N3GFWFVH,Branch Rent & Leases - Local Property Mgmt LLC,6630.00,Approved,2679,2679,Paid,11/6/2025,11/25/2025,
EX0006011,1/14/2026,2026,2026-01,CC-HQ-D001,D001,B001,C902,Local Media Group,INV-S980ZKV1,Corporate Overhead - Marketing & Advertising - Local Media Group,6630.00,Approved,1409,1409,Paid,1/24/2026,1/31/2026,
EX0006064,1/4/2026,2026,2026-01,CC-HQ-D007,D007,B001,C012,Amazon Business,INV-QH48S63V,Office Supplies & Admin - Amazon Business,6630.00,Approved,2424,2424,Delayed,1/6/2026,2/13/2026,Vendor Documentation Missing
EX0000173,1/30/2024,2024,2024-01,CC-HQ-D001,D001,B001,C011,United,INV-TAVQ67TU,"Training, Travel & Conferences - United",6620.00,Approved,1409,1409,Paid,2/4/2024,2/18/2024,
EX0000973,4/25/2024,2024,2024-04,CC-HQ-D008,D008,B001,C008,KPMG,INV-Y4VSDG01,Professional Services (Legal/Consulting) - KPMG,6620.00,Approved,7912,7912,Paid,4/29/2024,5/16/2024,
EX0004108,5/30/2025,2025,2025-05,CC-HQ-D005,D005,B001,C005,Local Security Co,INV-OLHZLKI1,Security Services & Monitoring - Local Security Co,6620.00,Approved,3286,3286,Paid,6/2/2025,6/21/2025,
EX0004589,7/13/2025,2025,2025-07,CC-HQ-D005,D005,B001,C007,Dell,INV-2E9EN2I2,Hardware & Equipment - Dell,6620.00,Approved,4657,3286,Paid,7/17/2025,8/5/2025,
EX0003905,4/28/2025,2025,2025-04,CC-HQ-D008,D008,B001,C009,External Audit Firm,INV-C1U3E3Y7,Regulatory & Compliance Fees - External Audit Firm,6610.00,Approved,7912,7912,Paid,4/28/2025,5/3/2025,
EX0003491,3/14/2025,2025,2025-03,CC-B013,D010,B013,C007,Apple Business,INV-T9U8TLEE,Hardware & Equipment - Apple Business,6610.00,Approved,4811,4811,Paid,3/18/2025,3/21/2025,
EX0001115,5/23/2024,2024,2024-05,CC-B031,D010,B031,C001,ADP,INV-NBF06772,Salaries & Payroll - ADP,6600.00,Approved,6501,6501,Paid,5/29/2024,5/31/2024,
EX0001402,6/10/2024,2024,2024-06,CC-HQ-D001,D001,B001,C011,Delta,INV-OBEWX44V,"Training, Travel & Conferences - Delta",6580.00,Approved,1409,1409,Paid,6/10/2024,6/30/2024,
EX0001673,7/6/2024,2024,2024-07,CC-HQ-D001,D001,B001,C011,Marriott,INV-BW0RRNO1,"Training, Travel & Conferences - Marriott",6580.00,Approved,1409,1409,Paid,7/9/2024,7/17/2024,
EX0004339,6/29/2025,2025,2025-06,CC-HQ-D005,D005,B001,C906,HQ Facilities Allocation,INV-L2BWLTB2,Corporate Overhead - Finance & Accounting - HQ Facilities Allocation,6580.00,Approved,4657,3286,Paid,7/5/2025,7/9/2025,
EX0000172,1/17/2024,2024,2024-01,CC-HQ-D001,D001,B001,C011,United,INV-9YB23MW4,"Training, Travel & Conferences - United",6570.00,Approved,1409,1409,Paid,1/22/2024,1/30/2024,
EX0004847,8/14/2025,2025,2025-08,CC-HQ-D005,D005,B001,C007,HP,INV-MPKEO028,Hardware & Equipment - HP,6570.00,Approved,4657,3286,Paid,8/15/2025,8/28/2025,
EX0005813,12/12/2025,2025,2025-12,CC-HQ-D006,D006,B001,C009,External Audit Firm,INV-IFOIOPG0,Regulatory & Compliance Fees - External Audit Firm,6570.00,Approved,2679,2679,Delayed,12/16/2025,1/7/2026,Invoice Discrepancy
EX0006303,2/6/2026,2026,2026-02,CC-HQ-D008,D008,B001,C001,Paychex,INV-6S7S51XY,Salaries & Payroll - Paychex,6570.00,Pending,7912,7912,Processing,,,
EX0005436,11/28/2025,2025,2025-11,CC-B013,D010,B013,C007,Lenovo,INV-C7638BYM,Hardware & Equipment - Lenovo,6570.00,Approved,4811,4811,Paid,12/1/2025,12/21/2025,
EX0003382,2/10/2025,2025,2025-02,CC-HQ-D001,D001,B001,C908,HQ Facilities Allocation,INV-KXCD6ND3,Corporate Overhead - Procurement & Vendor Management - HQ Facilities Allocation,6560.00,Approved,1409,1409,Paid,2/14/2025,2/18/2025,
EX0004844,8/6/2025,2025,2025-08,CC-HQ-D005,D005,B001,C006,Okta,INV-RTQD7OAO,Software Licenses & Subscriptions - Okta,6550.00,Approved,3286,3286,Paid,8/6/2025,8/8/2025,
EX0003748,4/7/2025,2025,2025-04,CC-B017,D010,B017,C009,Compliance Services Inc,INV-4AHV71KB,Regulatory & Compliance Fees - Compliance Services Inc,6550.00,Approved,9928,9928,Paid,4/14/2025,4/15/2025,
EX0003889,4/4/2025,2025,2025-04,CC-HQ-D006,D006,B001,C009,State Banking Regulator,INV-9S51Q0CQ,Regulatory & Compliance Fees - State Banking Regulator,6540.00,Approved,2679,2679,Paid,4/5/2025,4/9/2025,
EX0004862,8/3/2025,2025,2025-08,CC-HQ-D007,D007,B001,C007,Apple Business,INV-REVFQLIA,Hardware & Equipment - Apple Business,6540.00,Approved,2424,2424,Paid,8/4/2025,8/15/2025,
EX0004483,7/7/2025,2025,2025-07,CC-B021,D010,B021,C010,Google Ads,INV-20ILPABC,Marketing & Community Outreach - Google Ads,6540.00,Approved,7224,7224,Paid,7/8/2025,7/12/2025,
EX0003171,1/30/2025,2025,2025-01,CC-HQ-D007,D007,B001,C007,HP,INV-YPHAQD49,Hardware & Equipment - HP,6530.00,Approved,2424,2424,Paid,2/1/2025,2/18/2025,
EX0004556,7/5/2025,2025,2025-07,CC-HQ-D001,D001,B001,C005,Local Security Co,INV-CJWOG5NT,Security Services & Monitoring - Local Security Co,6530.00,Approved,1409,1409,Paid,7/12/2025,7/29/2025,
EX0005327,10/25/2025,2025,2025-10,CC-HQ-D004,D004,B001,C902,Meta Ads,INV-ZI4RX6ZY,Corporate Overhead - Marketing & Advertising - Meta Ads,6530.00,Rejected,5012,5012,Cancelled,,,
EX0000457,2/25/2024,2024,2024-02,CC-HQ-D004,D004,B001,C008,KPMG,INV-PUY47Z2X,Professional Services (Legal/Consulting) - KPMG,6520.00,Approved,5012,5012,Paid,2/29/2024,3/4/2024,
EX0004553,7/8/2025,2025,2025-07,CC-HQ-D001,D001,B001,C001,Paychex,INV-T90R4571,Salaries & Payroll - Paychex,6520.00,Approved,1409,1409,Paid,7/10/2025,7/22/2025,
EX0006069,1/31/2026,2026,2026-01,CC-HQ-D008,D008,B001,C006,Adobe,INV-4I9KB5EN,Software Licenses & Subscriptions - Adobe,6520.00,Approved,7912,7912,Paid,2/6/2026,2/9/2026,
EX0003493,3/20/2025,2025,2025-03,CC-B013,D010,B013,C012,Amazon Business,INV-4BVQ5BJV,Office Supplies & Admin - Amazon Business,6520.00,Approved,4811,4811,Paid,3/21/2025,4/8/2025,
EX0004444,7/31/2025,2025,2025-07,CC-B013,D010,B013,C010,Local Media Group,INV-C72TVGGK,Marketing & Community Outreach - Local Media Group,6520.00,Approved,4811,4811,Paid,8/1/2025,8/16/2025,
EX0003628,3/26/2025,2025,2025-03,CC-HQ-D004,D004,B001,C011,Coursera for Business,INV-JMWRSIJX,"Training, Travel & Conferences - Coursera for Business",6510.00,Approved,5012,5012,Paid,3/28/2025,3/31/2025,
EX0003389,2/24/2025,2025,2025-02,CC-HQ-D002,D002,B001,C001,ADP,INV-IVKV595R,Salaries & Payroll - ADP,6500.00,Approved,2824,2824,Paid,3/2/2025,3/3/2025,
EX0001179,5/14/2024,2024,2024-05,CC-HQ-D005,D005,B001,C904,HQ Facilities Allocation,INV-1J4EDJF5,Corporate Overhead - Human Resources - HQ Facilities Allocation,6490.00,Approved,3286,3286,Paid,5/18/2024,6/6/2024,
EX0003657,3/7/2025,2025,2025-03,CC-HQ-D007,D007,B001,C006,Salesforce,INV-1NS1HJZ0,Software Licenses & Subscriptions - Salesforce,6480.00,Approved,2424,2424,Paid,3/7/2025,3/14/2025,
EX0003150,1/14/2025,2025,2025-01,CC-HQ-D005,D005,B001,C007,Dell,INV-YA3JC85S,Hardware & Equipment - Dell,6470.00,Approved,3286,3286,Paid,1/16/2025,1/31/2025,
EX0004343,6/21/2025,2025,2025-06,CC-HQ-D005,D005,B001,C007,Dell,INV-I2LYO4DJ,Hardware & Equipment - Dell,6470.00,Approved,3286,3286,Paid,6/26/2025,7/5/2025,
EX0006038,1/10/2026,2026,2026-01,CC-HQ-D005,D005,B001,C003,Local Property Mgmt LLC,INV-9BHPNPPE,Branch Rent & Leases - Local Property Mgmt LLC,6470.00,Pending,4657,3286,Processing,,,
EX0003013,1/28/2025,2025,2025-01,CC-B013,D010,B013,C010,Community Sponsorship Org,INV-OIGCCRKB,Marketing & Community Outreach - Community Sponsorship Org,6470.00,Approved,4811,4811,Paid,2/4/2025,2/23/2025,
EX0000206,1/28/2024,2024,2024-01,CC-HQ-D005,D005,B001,C904,HQ Facilities Allocation,INV-SEJCNHQ3,Corporate Overhead - Human Resources - HQ Facilities Allocation,6460.00,Approved,3286,3286,Paid,2/3/2024,2/10/2024,
EX0000693,3/17/2024,2024,2024-03,CC-HQ-D003,D003,B001,C012,Office Depot,INV-DX7GQFQ4,Office Supplies & Admin - Office Depot,6460.00,Approved,1520,5506,Paid,3/18/2024,3/29/2024,
EX0001697,7/14/2024,2024,2024-07,CC-HQ-D004,D004,B001,C008,EY,INV-SJOSW2V3,Professional Services (Legal/Consulting) - EY,6460.00,Approved,5012,5012,Delayed,7/14/2024,9/7/2024,Threshold Review Hold
EX0005356,10/11/2025,2025,2025-10,CC-HQ-D007,D007,B001,C007,Lenovo,INV-TCJ4QICX,Hardware & Equipment - Lenovo,6460.00,Approved,2424,2424,Paid,10/17/2025,10/29/2025,
EX0001426,6/8/2024,2024,2024-06,CC-HQ-D003,D003,B001,C008,Deloitte,INV-JEHUIXRY,Professional Services (Legal/Consulting) - Deloitte,6450.00,Approved,1520,5506,Paid,6/11/2024,6/16/2024,
EX0004327,6/19/2025,2025,2025-06,CC-HQ-D003,D003,B001,C906,Corporate Shared Services,INV-KOJ73OIV,Corporate Overhead - Finance & Accounting - Corporate Shared Services,6440.00,Approved,1520,5506,Paid,6/19/2025,6/23/2025,
EX0001154,5/28/2024,2024,2024-05,CC-HQ-D002,D002,B001,C906,Corporate Shared Services,INV-H50HEB8T,Corporate Overhead - Finance & Accounting - Corporate Shared Services,6430.00,Approved,2824,2824,Paid,6/1/2024,6/9/2024,
EX0002686,11/22/2024,2024,2024-11,CC-HQ-D006,D006,B001,C009,FINRA,INV-1CIFM64T,Regulatory & Compliance Fees - FINRA,6430.00,Approved,9935,2679,Paid,11/24/2024,11/26/2024,
EX0003601,3/8/2025,2025,2025-03,CC-HQ-D001,D001,B001,C008,KPMG,INV-ZN1WELGE,Professional Services (Legal/Consulting) - KPMG,6430.00,Approved,1409,1409,Paid,3/13/2025,3/15/2025,
EX0003394,2/27/2025,2025,2025-02,CC-HQ-D003,D003,B001,C906,Corporate Shared Services,INV-JWX5DAM8,Corporate Overhead - Finance & Accounting - Corporate Shared Services,6420.00,Approved,5506,5506,Paid,3/4/2025,3/5/2025,
EX0000434,2/9/2024,2024,2024-02,CC-HQ-D002,D002,B001,C005,Local Security Co,INV-UQ8M1YXF,Security Services & Monitoring - Local Security Co,6410.00,Approved,2824,2824,Paid,2/10/2024,3/1/2024,
EX0005360,10/19/2025,2025,2025-10,CC-HQ-D008,D008,B001,C001,Paychex,INV-WGVMH1XB,Salaries & Payroll - Paychex,6410.00,Approved,7912,7912,Paid,10/24/2025,10/29/2025,
EX0005563,11/30/2025,2025,2025-11,CC-HQ-D005,D005,B001,C005,Local Security Co,INV-0CE4DFJI,Security Services & Monitoring - Local Security Co,6410.00,Approved,3286,3286,Paid,12/3/2025,12/6/2025,
EX0006249,2/4/2026,2026,2026-02,CC-HQ-D001,D001,B001,C010,Google Ads,INV-5M9DYBMS,Marketing & Community Outreach - Google Ads,6400.00,Approved,1409,1409,Paid,2/4/2026,2/22/2026,
EX0001707,7/21/2024,2024,2024-07,CC-HQ-D006,D006,B001,C904,Corporate Shared Services,INV-VUBNU6JG,Corporate Overhead - Human Resources - Corporate Shared Services,6390.00,Approved,2679,2679,Paid,7/26/2024,8/4/2024,
EX0000442,2/15/2024,2024,2024-02,CC-HQ-D003,D003,B001,C012,Amazon Business,INV-YJIC4M5M,Office Supplies & Admin - Amazon Business,6380.00,Approved,5506,5506,Paid,2/19/2024,2/23/2024,
EX0001157,5/8/2024,2024,2024-05,CC-HQ-D003,D003,B001,C011,Delta,INV-OBSHMIUV,"Training, Travel & Conferences - Delta",6380.00,Approved,1520,5506,Paid,5/8/2024,5/25/2024,
EX0001705,7/18/2024,2024,2024-07,CC-HQ-D005,D005,B001,C008,KPMG,INV-4DBWN3TP,Professional Services (Legal/Consulting) - KPMG,6380.00,Approved,3286,3286,Paid,7/18/2024,7/19/2024,
EX0002700,11/10/2024,2024,2024-11,CC-HQ-D008,D008,B001,C012,Office Depot,INV-AMDVBDWA,Office Supplies & Admin - Office Depot,6380.00,Approved,7912,7912,Paid,11/10/2024,11/23/2024,
EX0005453,11/1/2025,2025,2025-11,CC-B016,D010,B016,C006,Salesforce,INV-6428WCYY,Software Licenses & Subscriptions - Salesforce,6380.00,Approved,4257,4257,Paid,11/5/2025,11/20/2025,
EX0002941,12/23/2024,2024,2024-12,CC-HQ-D007,D007,B001,C002,Paychex,INV-UGSFWVWV,Benefits & Payroll Taxes - Paychex,6370.00,Approved,2424,2424,Paid,12/25/2024,1/2/2025,
EX0003605,3/17/2025,2025,2025-03,CC-HQ-D002,D002,B001,C005,Securitas,INV-Y48GIOUP,Security Services & Monitoring - Securitas,6370.00,Approved,2824,2824,Delayed,3/21/2025,5/13/2025,Compliance Review
EX0005044,9/21/2025,2025,2025-09,CC-HQ-D001,D001,B001,C005,Securitas,INV-Q0AOYW9A,Security Services & Monitoring - Securitas,6370.00,Approved,1409,1409,Paid,9/26/2025,10/12/2025,
EX0005101,9/28/2025,2025,2025-09,CC-HQ-D008,D008,B001,C001,Paychex,INV-9XJ08GUI,Salaries & Payroll - Paychex,6370.00,Approved,7912,7912,Paid,9/29/2025,10/12/2025,
EX0005317,10/1/2025,2025,2025-10,CC-HQ-D003,D003,B001,C012,Staples,INV-71G9I53U,Office Supplies & Admin - Staples,6360.00,Approved,1520,5506,Paid,10/5/2025,10/15/2025,
EX0000683,3/23/2024,2024,2024-03,CC-HQ-D002,D002,B001,C906,Corporate Shared Services,INV-YJZGTZLT,Corporate Overhead - Finance & Accounting - Corporate Shared Services,6350.00,Approved,2824,2824,Delayed,3/23/2024,4/30/2024,Threshold Review Hold
EX0005562,11/8/2025,2025,2025-11,CC-HQ-D004,D004,B001,C012,Amazon Business,INV-97FP0FPH,Office Supplies & Admin - Amazon Business,6350.00,Approved,5012,5012,Delayed,11/9/2025,12/29/2025,Compliance Review
EX0000671,3/10/2024,2024,2024-03,CC-HQ-D001,D001,B001,C011,Coursera for Business,INV-USX5JY3L,"Training, Travel & Conferences - Coursera for Business",6340.00,Approved,1409,1409,Paid,3/15/2024,3/16/2024,
EX0001722,7/7/2024,2024,2024-07,CC-HQ-D008,D008,B001,C012,Office Depot,INV-23AETJ39,Office Supplies & Admin - Office Depot,6340.00,Approved,7912,7912,Delayed,7/9/2024,8/12/2024,Vendor Documentation Missing
EX0000241,1/9/2024,2024,2024-01,CC-HQ-D008,D008,B001,C008,KPMG,INV-A8KX72X6,Professional Services (Legal/Consulting) - KPMG,6330.00,Approved,7912,7912,Delayed,1/9/2024,2/7/2024,Invoice Discrepancy
EX0001188,5/9/2024,2024,2024-05,CC-HQ-D006,D006,B001,C010,Local Media Group,INV-4VT9HGZM,Marketing & Community Outreach - Local Media Group,6330.00,Approved,2679,2679,Paid,5/12/2024,5/19/2024,
EX0005823,12/28/2025,2025,2025-12,CC-HQ-D008,D008,B001,C007,Apple Business,INV-GHKVNZ5L,Hardware & Equipment - Apple Business,6330.00,Approved,7912,7912,Delayed,1/2/2026,3/1/2026,Compliance Review
EX0003028,1/15/2025,2025,2025-01,CC-B016,D010,B016,C006,Okta,INV-XWXX0ZQO,Software Licenses & Subscriptions - Okta,6330.00,Approved,4257,4257,Paid,1/20/2025,1/21/2025,
EX0005672,12/16/2025,2025,2025-12,CC-B016,D010,B016,C004,ComEd,INV-YWWG3LJH,Utilities - ComEd,6330.00,Approved,4257,4257,Paid,12/16/2025,12/31/2025,
EX0001411,6/19/2024,2024,2024-06,CC-HQ-D001,D001,B001,C010,Community Sponsorship Org,INV-TVS00RAZ,Marketing & Community Outreach - Community Sponsorship Org,6320.00,Approved,1409,1409,Paid,6/24/2024,7/1/2024,
EX0004084,5/11/2025,2025,2025-05,CC-HQ-D002,D002,B001,C003,Cushman & Wakefield,INV-42U42F7L,Branch Rent & Leases - Cushman & Wakefield,6320.00,Approved,2824,2824,Paid,5/17/2025,5/18/2025,
EX0005569,11/28/2025,2025,2025-11,CC-HQ-D006,D006,B001,C908,HQ Facilities Allocation,INV-R9C5OCC6,Corporate Overhead - Procurement & Vendor Management - HQ Facilities Allocation,6320.00,Approved,2679,2679,Paid,11/29/2025,12/13/2025,
EX0004322,6/27/2025,2025,2025-06,CC-HQ-D003,D003,B001,C906,HQ Facilities Allocation,INV-DCDIK6QQ,Corporate Overhead - Finance & Accounting - HQ Facilities Allocation,6310.00,Approved,5506,5506,Paid,6/30/2025,7/9/2025,
EX0001419,6/8/2024,2024,2024-06,CC-HQ-D002,D002,B001,C011,Coursera for Business,INV-BN9Q52Y0,"Training, Travel & Conferences - Coursera for Business",6300.00,Approved,2824,2824,Paid,6/15/2024,6/25/2024,
EX0001717,7/1/2024,2024,2024-07,CC-HQ-D007,D007,B001,C002,Paychex,INV-595WXJNX,Benefits & Payroll Taxes - Paychex,6300.00,Approved,2424,2424,Paid,7/1/2024,7/16/2024,
EX0004593,7/8/2025,2025,2025-07,CC-HQ-D005,D005,B001,C006,Adobe,INV-BYRZ4DLW,Software Licenses & Subscriptions - Adobe,6300.00,Approved,4657,3286,Paid,7/13/2025,8/2/2025,
EX0001193,5/26/2024,2024,2024-05,CC-HQ-D006,D006,B001,C009,FINRA,INV-IA8SHBBJ,Regulatory & Compliance Fees - FINRA,6290.00,Approved,9935,2679,Paid,5/27/2024,6/8/2024,
EX0002180,9/7/2024,2024,2024-09,CC-HQ-D004,D004,B001,C005,Securitas,INV-TYZG8JT2,Security Services & Monitoring - Securitas,6290.00,Approved,5012,5012,Paid,9/8/2024,9/18/2024,
EX0006073,1/7/2026,2026,2026-01,CC-HQ-D008,D008,B001,C001,ADP,INV-CL3SQZQ8,Salaries & Payroll - ADP,6290.00,Approved,7912,7912,Paid,1/7/2026,1/30/2026,
EX0006284,2/11/2026,2026,2026-02,CC-HQ-D005,D005,B001,C901,HQ Facilities Allocation,INV-UKY51DUV,Corporate Overhead - Corporate Operations - HQ Facilities Allocation,6290.00,Approved,3286,3286,Paid,2/12/2026,3/7/2026,
EX0005458,11/15/2025,2025,2025-11,CC-B017,D010,B017,C002,Paychex,INV-MJVGCTC7,Benefits & Payroll Taxes - Paychex,6290.00,Approved,9928,9928,Paid,11/15/2025,11/21/2025,
EX0003403,2/1/2025,2025,2025-02,CC-HQ-D004,D004,B001,C012,Amazon Business,INV-O1EZ791C,Office Supplies & Admin - Amazon Business,6280.00,Approved,5012,5012,Paid,2/6/2025,2/11/2025,
EX0004675,8/12/2025,2025,2025-08,CC-B013,D010,B013,C012,Amazon Business,INV-BTAT8UIT,Office Supplies & Admin - Amazon Business,6280.00,Approved,4811,4811,Paid,8/18/2025,9/2/2025,
EX0005655,12/3/2025,2025,2025-12,CC-B013,D010,B013,C012,Staples,INV-I8NRFW1V,Office Supplies & Admin - Staples,6280.00,Approved,4811,4811,Paid,12/7/2025,12/27/2025,
EX0000698,3/6/2024,2024,2024-03,CC-HQ-D004,D004,B001,C005,Local Security Co,INV-RZ5PBVCQ,Security Services & Monitoring - Local Security Co,6270.00,Approved,5012,5012,Paid,3/9/2024,3/26/2024,
EX0005815,12/17/2025,2025,2025-12,CC-HQ-D006,D006,B001,C003,CBRE,INV-DWJ6W7RH,Branch Rent & Leases - CBRE,6270.00,Approved,9935,2679,Paid,12/20/2025,12/29/2025,
EX0004940,9/12/2025,2025,2025-09,CC-B016,D010,B016,C012,Office Depot,INV-X6G85XC8,Office Supplies & Admin - Office Depot,6270.00,Approved,4257,4257,Paid,9/15/2025,9/25/2025,
EX0004481,7/6/2025,2025,2025-07,CC-B021,D010,B021,C012,Staples,INV-4QPGPQK9,Office Supplies & Admin - Staples,6270.00,Approved,7224,7224,Paid,7/7/2025,7/17/2025,
EX0004484,7/3/2025,2025,2025-07,CC-B021,D010,B021,C008,Local Counsel LLP,INV-K7X8MB2J,Professional Services (Legal/Consulting) - Local Counsel LLP,6270.00,Approved,7224,7224,Paid,7/9/2025,7/20/2025,
EX0000670,3/21/2024,2024,2024-03,CC-HQ-D001,D001,B001,C005,Local Security Co,INV-STAPILCJ,Security Services & Monitoring - Local Security Co,6260.00,Approved,1409,1409,Paid,3/25/2024,4/13/2024,
EX0002433,10/7/2024,2024,2024-10,CC-HQ-D007,D007,B001,C010,Google Ads,INV-ITUBL9N0,Marketing & Community Outreach - Google Ads,6260.00,Approved,2424,2424,Delayed,10/13/2024,12/6/2024,Invoice Discrepancy
EX0005806,12/11/2025,2025,2025-12,CC-HQ-D006,D006,B001,C908,HQ Facilities Allocation,INV-VMSREF2W,Corporate Overhead - Procurement & Vendor Management - HQ Facilities Allocation,6260.00,Approved,9935,2679,Paid,12/12/2025,12/13/2025,
EX0003649,3/17/2025,2025,2025-03,CC-HQ-D007,D007,B001,C001,Paychex,INV-QUVJMVU4,Salaries & Payroll - Paychex,6250.00,Approved,2424,2424,Paid,3/18/2025,4/1/2025,
EX0004597,7/19/2025,2025,2025-07,CC-HQ-D005,D005,B001,C906,HQ Facilities Allocation,INV-F58TZ6C2,Corporate Overhead - Finance & Accounting - HQ Facilities Allocation,6250.00,Approved,4657,3286,Delayed,7/19/2025,8/15/2025,Threshold Review Hold
EX0005085,9/5/2025,2025,2025-09,CC-HQ-D006,D006,B001,C908,HQ Facilities Allocation,INV-33KB1QBH,Corporate Overhead - Procurement & Vendor Management - HQ Facilities Allocation,6250.00,Approved,9935,2679,Paid,9/12/2025,9/16/2025,
EX0005793,12/25/2025,2025,2025-12,CC-HQ-D004,D004,B001,C011,Delta,INV-EHPTRAT9,"Training, Travel & Conferences - Delta",6250.00,Approved,5012,5012,Paid,12/26/2025,1/4/2026,
EX0002184,9/30/2024,2024,2024-09,CC-HQ-D005,D005,B001,C904,Corporate Shared Services,INV-NILIY9MR,Corporate Overhead - Human Resources - Corporate Shared Services,6240.00,Approved,4657,3286,Paid,10/6/2024,10/8/2024,
EX0006012,1/24/2026,2026,2026-01,CC-HQ-D001,D001,B001,C902,Community Sponsorship Org,INV-SP7U6XJX,Corporate Overhead - Marketing & Advertising - Community Sponsorship Org,6240.00,Approved,1409,1409,Paid,1/30/2026,2/2/2026,
EX0003281,2/4/2025,2025,2025-02,CC-B017,D010,B017,C001,Paychex,INV-615HIKZL,Salaries & Payroll - Paychex,6240.00,Approved,9928,9928,Paid,2/6/2025,2/20/2025,
EX0003514,3/4/2025,2025,2025-03,CC-B017,D010,B017,C002,ADP,INV-C7Q6Q6EC,Benefits & Payroll Taxes - ADP,6240.00,Approved,9928,9928,Delayed,3/9/2025,3/30/2025,Compliance Review
EX0000680,3/16/2024,2024,2024-03,CC-HQ-D002,D002,B001,C906,HQ Facilities Allocation,INV-QAW9CEMV,Corporate Overhead - Finance & Accounting - HQ Facilities Allocation,6230.00,Approved,2824,2824,Paid,3/18/2024,4/1/2024,
EX0003899,4/2/2025,2025,2025-04,CC-HQ-D007,D007,B001,C007,Lenovo,INV-ZPUSLRSR,Hardware & Equipment - Lenovo,6230.00,Approved,2424,2424,Paid,4/8/2025,4/18/2025,
EX0002667,11/17/2024,2024,2024-11,CC-HQ-D005,D005,B001,C012,Office Depot,INV-FLGKANUH,Office Supplies & Admin - Office Depot,6220.00,Approved,4657,3286,Paid,11/19/2024,12/2/2024,
EX0004210,6/8/2025,2025,2025-06,CC-B016,D010,B016,C006,ServiceNow,INV-WC5RCMI2,Software Licenses & Subscriptions - ServiceNow,6220.00,Approved,4257,4257,Paid,6/8/2025,6/22/2025,
EX0000468,2/15/2024,2024,2024-02,CC-HQ-D006,D006,B001,C010,Google Ads,INV-PO0VZLAL,Marketing & Community Outreach - Google Ads,6210.00,Approved,9935,2679,Paid,2/17/2024,2/27/2024,
EX0001470,6/15/2024,2024,2024-06,CC-HQ-D008,D008,B001,C008,KPMG,INV-K5F5TL2B,Professional Services (Legal/Consulting) - KPMG,6210.00,Approved,7912,7912,Paid,6/18/2024,6/25/2024,
EX0004352,6/25/2025,2025,2025-06,CC-HQ-D006,D006,B001,C010,Meta Ads,INV-JLS3R9DW,Marketing & Community Outreach - Meta Ads,6210.00,Approved,2679,2679,Paid,6/30/2025,7/2/2025,
EX0000211,1/1/2024,2024,2024-01,CC-HQ-D005,D005,B001,C008,Deloitte,INV-B6WPZO09,Professional Services (Legal/Consulting) - Deloitte,6200.00,Approved,3286,3286,Paid,1/1/2024,1/18/2024,
EX0001723,7/18/2024,2024,2024-07,CC-HQ-D008,D008,B001,C008,KPMG,INV-6TUGUFKK,Professional Services (Legal/Consulting) - KPMG,6200.00,Approved,7912,7912,Paid,7/18/2024,7/22/2024,
EX0002399,10/29/2024,2024,2024-10,CC-HQ-D003,D003,B001,C012,Office Depot,INV-5WHYOXM4,Office Supplies & Admin - Office Depot,6200.00,Approved,1520,5506,Paid,11/5/2024,11/25/2024,
EX0002892,12/31/2024,2024,2024-12,CC-HQ-D001,D001,B001,C011,Coursera for Business,INV-X1VMK118,"Training, Travel & Conferences - Coursera for Business",6200.00,Approved,1409,1409,Paid,1/7/2025,1/15/2025,
EX0005591,11/17/2025,2025,2025-11,CC-HQ-D008,D008,B001,C905,HQ Facilities Allocation,INV-WBGKS4TA,Corporate Overhead - Loans and Credit - HQ Facilities Allocation,6200.00,Approved,7912,7912,Paid,11/23/2025,12/9/2025,
EX0002914,12/13/2024,2024,2024-12,CC-HQ-D004,D004,B001,C008,PwC,INV-ZOHAFINU,Professional Services (Legal/Consulting) - PwC,6190.00,Approved,5012,5012,Delayed,12/20/2024,1/24/2025,Vendor Documentation Missing
EX0005457,11/11/2025,2025,2025-11,CC-B017,D010,B017,C001,Paychex,INV-GHSK688C,Salaries & Payroll - Paychex,6190.00,Approved,9928,9928,Delayed,11/15/2025,12/6/2025,Threshold Review Hold
EX0001961,8/4/2024,2024,2024-08,CC-HQ-D007,D007,B001,C010,Local Media Group,INV-8LEJC32U,Marketing & Community Outreach - Local Media Group,6180.00,Approved,2424,2424,Paid,8/6/2024,8/7/2024,
